,CustomerId,Surname,CreditScore,Geography,Gender,Age,EstimatedSalary,Balance,NumOfProducts,HasCrCard,Tenure,IsActiveMember,Exited
1357,15704954,Suffolk,431,France,Male,37.0,117023.08,120764.08,1,Yes,0,Yes,0
1358,15694409,Tsao,647,Germany,Female,22.0,62083.0,97975.82,2,Yes,3,Yes,0
1359,15754068,Judd,578,France,Male,32.0,141822.8,0.0,2,Yes,4,Yes,0
1360,15683841,Hamilton,555,Germany,Male,41.0,185387.14,113270.2,2,Yes,10,Yes,0
1361,15789095,T'ang,775,Spain,Male,30.0,57461.13,0.0,2,Yes,4,Yes,0
1362,15719958,Degtyarev,850,Germany,Male,39.0,120380.12,124548.99,2,Yes,3,Yes,0
1363,15689514,Kang,625,France,Male,43.0,133020.9,201696.07,1,No,8,No,1
1364,15621353,Hudson,645,Spain,Female,37.0,13589.93,0.0,2,No,7,No,0
1365,15627232,Jibunoh,608,Germany,Male,44.0,77830.36,114203.47,1,Yes,7,Yes,1
1366,15745843,Kinlaw,689,Spain,Female,31.0,136610.02,0.0,2,Yes,4,Yes,0
1367,15722902,Chizuoke,652,Germany,Male,50.0,17160.94,125437.64,1,Yes,8,Yes,1
1368,15791767,Lucciano,769,France,Female,26.0,176843.53,0.0,2,No,7,No,0
1369,15792722,Omeokachie,611,France,Female,43.0,114996.33,64897.75,1,No,8,No,0
1370,15723006,Gorbunova,489,France,Male,38.0,196990.79,0.0,2,Yes,8,Yes,0
1371,15771942,Tikhonov,528,Germany,Female,46.0,133146.03,135555.66,1,No,9,No,1
1372,15774738,Campa,632,France,Male,44.0,185667.72,107764.75,1,No,3,No,0
1373,15574004,Mancini,429,France,Female,27.0,24020.49,117307.44,2,Yes,6,Yes,0
1374,15587233,Donoghue,457,France,Male,41.0,185750.02,73700.12,3,Yes,8,Yes,1
1375,15808228,Tuan,768,Spain,Female,44.0,178045.97,60603.4,1,Yes,6,Yes,0
1376,15682834,Johnstone,715,Spain,Female,35.0,199857.47,40169.88,2,Yes,4,Yes,0
1377,15571752,Romani,668,Germany,Female,32.0,43595.9,92041.87,1,Yes,10,Yes,0
1378,15743067,Fuller,625,Germany,Male,26.0,122810.53,130483.95,1,No,3,No,0
1379,15714466,Baxter,846,France,Female,41.0,3440.47,0.0,3,No,5,No,1
1380,15617982,Pirozzi,661,Spain,Female,42.0,35989.41,0.0,2,No,3,No,0
1381,15696637,Sung,571,France,Female,23.0,17163.75,151097.28,1,Yes,10,Yes,0
1382,15690647,Rogers,582,Spain,Female,46.0,44506.09,67563.31,1,No,8,No,1
1383,15672756,Mills,716,France,Female,35.0,17848.3,112808.18,1,Yes,8,Yes,0
1384,15704586,Osonduagwuike,758,France,Female,42.0,76209.56,0.0,2,Yes,7,Yes,0
1385,15674526,Byrne,725,France,Male,66.0,141476.56,86459.8,1,Yes,4,Yes,0
1386,15775295,McIntyre,630,France,Female,40.0,60032.46,118633.08,1,Yes,0,Yes,1
1387,15684196,Aitken,627,France,Female,55.0,100686.11,159441.27,1,No,2,No,1
1388,15727281,Macintyre,653,France,Female,27.0,96429.29,0.0,2,No,9,No,0
1389,15787835,Simpson,775,Germany,Female,38.0,15795.88,125212.65,2,Yes,4,Yes,1
1390,15730540,Simpson,794,Spain,Male,45.0,116547.31,88656.37,2,No,8,No,0
1391,15646276,Metcalfe,831,France,Female,32.0,191260.74,146033.62,1,No,2,No,0
1392,15582180,Lees,561,France,Male,29.0,173870.39,120268.13,1,Yes,9,Yes,0
1393,15697095,Zetticci,705,Spain,Male,46.0,117273.35,0.0,2,No,7,No,0
1394,15748797,Dale,636,Spain,Female,33.0,92277.47,0.0,1,No,0,No,1
1395,15754796,Byrne,487,Germany,Female,46.0,44244.49,135070.58,2,Yes,4,Yes,1
1396,15628947,Praed,693,France,Female,38.0,78133.48,0.0,2,No,3,No,1
1397,15775546,Laurens,517,Spain,Female,29.0,103402.88,0.0,2,No,5,No,0
1398,15670481,Woods,684,France,Female,27.0,137835.82,122550.05,2,Yes,9,Yes,0
1399,15619029,Bykov,620,Spain,Female,43.0,20670.1,0.0,2,No,2,No,0
1400,15613282,Vorobyova,757,France,Male,29.0,77469.38,130306.49,1,No,8,No,0
1401,15721487,Pirogova,739,France,Female,27.0,57572.38,0.0,1,Yes,6,Yes,0
1402,15797276,Sturt,662,Spain,Female,41.0,75884.65,90350.77,1,No,4,No,1
1403,15612494,Panicucci,359,France,Female,44.0,146955.71,128747.69,1,No,6,No,1
1404,15629617,Cook,572,Spain,Male,23.0,67040.12,126873.52,1,Yes,2,Yes,0
1405,15600821,Hardy,721,France,Male,69.0,178418.35,108424.19,1,Yes,2,Yes,0
1406,15579062,Chu,707,France,Male,32.0,30807.02,0.0,2,No,9,No,0
1407,15814268,Franklin,444,France,Female,40.0,143835.76,84350.07,1,No,5,No,0
1408,15710164,P'eng,523,France,Female,73.0,130883.9,0.0,2,No,7,No,1
1409,15693904,Chiang,685,Germany,Female,30.0,194343.72,84958.6,2,Yes,4,Yes,0
1410,15588986,Grant,673,Germany,Female,29.0,9796.69,99097.36,1,Yes,4,Yes,0
1411,15797733,Udobata,503,Germany,Male,30.0,47310.24,136622.55,2,No,10,No,0
1412,15620507,Siciliani,485,Germany,Female,30.0,141148.21,156771.68,1,Yes,5,Yes,0
1413,15685150,Evans,799,Germany,Male,28.0,111138.25,167658.33,2,Yes,7,Yes,0
1414,15667651,Young,585,Spain,Female,33.0,114182.07,0.0,2,No,8,No,0
1415,15774166,Mitchell,607,Germany,Female,24.0,127560.77,109483.54,2,Yes,2,Yes,0
1416,15649280,Lucchese,521,Germany,Female,40.0,18082.06,134504.78,1,No,9,No,0
1417,15705657,Hewitt,535,France,Female,44.0,136330.26,114427.86,1,Yes,2,Yes,0
1418,15753969,K'ung,724,Spain,Male,45.0,34121.81,83888.54,1,Yes,5,Yes,0
1419,15742378,Swaim,520,Germany,Male,32.0,56246.69,110029.77,1,No,5,No,0
1420,15794874,Quinones,696,Spain,Male,41.0,191417.42,127523.75,1,Yes,9,Yes,0
1421,15589221,Kennedy,657,Germany,Male,30.0,23317.88,139762.13,2,Yes,1,Yes,0
1422,15596671,Endrizzi,603,Spain,Female,42.0,144675.3,91611.12,1,No,8,No,1
1423,15583668,Ludowici,726,France,Female,42.0,175161.05,109471.79,1,Yes,2,Yes,0
1424,15710206,Larson,591,France,Female,39.0,14928.8,150500.64,1,No,4,No,0
1425,15799966,Chigolum,792,Germany,Female,59.0,161479.19,101609.77,1,No,9,No,1
1426,15794560,Maclean,550,France,Male,57.0,133501.94,0.0,1,Yes,5,Yes,0
1427,15626485,Lu,601,France,Female,26.0,23703.52,78892.23,1,Yes,8,Yes,0
1428,15703143,Tuan,820,France,Female,29.0,115985.38,82344.84,1,Yes,3,Yes,0
1429,15809772,Glover,667,France,Male,48.0,43229.2,0.0,1,No,2,No,0
1430,15687959,Landman,573,Spain,Female,44.0,94862.93,0.0,1,Yes,4,Yes,0
1431,15585282,Trevisano,755,France,Male,62.0,142377.69,127706.33,2,Yes,1,Yes,0
1432,15714993,Longo,552,France,Female,41.0,135635.25,124349.34,1,No,9,No,0
1433,15596021,K,598,Spain,Male,44.0,148487.9,0.0,2,No,8,No,0
1434,15646615,Muir,576,Germany,Male,28.0,58976.85,119336.29,2,Yes,1,Yes,0
1435,15742632,Alexeyeva,670,France,Female,31.0,76254.83,0.0,1,Yes,9,Yes,0
1436,15574068,Norman,504,Germany,Male,56.0,55857.48,104217.3,1,No,9,No,1
1437,15806967,Simmons,778,France,Female,65.0,77867.23,0.0,1,Yes,7,Yes,0
1438,15796334,Chukwualuka,558,Germany,Male,39.0,22878.16,144757.02,1,No,10,No,1
1439,15688713,McCall,627,Spain,Male,44.0,114469.55,0.0,1,Yes,6,Yes,0
1440,15796179,Moore,683,France,Male,43.0,96754.8,0.0,1,No,8,No,0
1441,15598751,Ingram,556,France,Female,43.0,125154.57,0.0,3,No,6,No,1
1442,15703019,Okeke,583,France,Female,38.0,113597.64,0.0,2,Yes,10,Yes,0
1443,15646302,Shao,705,France,Female,24.0,121408.55,100169.51,1,No,7,No,0
1444,15680855,Iloabuchi,637,France,Male,33.0,109219.43,145731.83,1,Yes,2,Yes,0
1445,15697311,Nebechukwu,697,Spain,Male,56.0,50230.31,110802.03,1,Yes,5,Yes,1
1446,15585367,Diribe,555,Germany,Female,46.0,177719.88,120392.99,1,No,4,No,1
1447,15726556,Macgroarty,594,Germany,Female,26.0,131211.86,135067.52,2,No,6,No,0
1448,15676242,Artemova,632,Spain,Male,31.0,82152.83,136556.44,1,No,3,No,1
1449,15684198,McDonald,551,France,Female,38.0,216.27,0.0,2,Yes,10,Yes,0
1450,15774882,Mazzanti,687,France,Female,35.0,1713.1,99587.43,1,Yes,3,Yes,1
1451,15714227,Kelly,672,France,Female,53.0,136910.18,0.0,1,Yes,7,Yes,0
1452,15608653,Davison,521,Spain,Female,34.0,20243.97,70731.07,1,Yes,7,Yes,1
1453,15784280,Reilly,686,Germany,Male,35.0,86043.27,109342.82,2,Yes,2,Yes,0
1454,15789546,Ojiofor,639,Spain,Male,28.0,126561.07,0.0,2,No,8,No,0
1455,15590320,Shelton,850,France,Male,66.0,64350.8,0.0,2,Yes,4,Yes,0
1456,15678385,Lange,465,France,Male,25.0,10472.31,78247.31,2,Yes,2,Yes,0
1457,15571778,Trentini,817,France,Female,55.0,95941.55,117561.49,1,No,10,No,1
1458,15657085,Gardiner,578,France,Male,23.0,125222.36,88980.32,1,Yes,10,Yes,0
1459,15640627,Wan,611,Spain,Male,34.0,170950.58,0.0,2,No,4,No,0
1460,15566211,Hsu,616,Germany,Female,41.0,236.45,103560.57,1,No,1,No,1
1461,15669293,Hovell,517,France,Male,37.0,31517.16,113308.84,1,Yes,5,Yes,0
1462,15595067,Zhirov,637,Spain,Female,40.0,181610.6,0.0,2,Yes,6,Yes,0
1463,15753566,Espinosa,806,France,Female,32.0,156593.09,63763.49,1,No,3,No,0
1464,15650391,Wallace,633,France,Female,29.0,4272.0,169988.35,1,No,7,No,0
1465,15681843,Barbour,624,Germany,Female,35.0,163587.9,180303.24,2,No,0,No,0
1466,15814846,Ozerova,691,France,Male,52.0,175843.68,0.0,1,No,3,No,1
1467,15670374,Wright,819,Germany,Female,49.0,166164.3,120656.86,4,No,1,No,1
1468,15762332,Ulyanova,568,Germany,Female,31.0,61796.64,61592.14,2,Yes,1,Yes,0
1469,15700223,Steiner,806,France,Male,48.0,21439.49,164701.68,1,Yes,4,Yes,0
1470,15729956,Akabueze,726,Spain,Female,26.0,19225.85,80780.16,1,Yes,1,Yes,0
1471,15594862,Aleksandrova,552,France,Male,36.0,132547.02,0.0,2,No,8,No,0
1472,15598782,Pinto,755,Germany,Female,30.0,62688.55,154221.37,2,Yes,6,Yes,0
1473,15745080,Griffiths,634,France,Male,26.0,21760.96,0.0,1,No,8,No,0
1474,15703399,McNeil,756,France,Female,26.0,154460.68,101641.14,2,Yes,5,Yes,0
1475,15732175,Bruno,776,France,Male,37.0,8065.0,0.0,1,Yes,2,Yes,0
1476,15630725,Johnson,649,France,Female,45.0,173365.9,92786.66,1,No,5,No,1
1477,15640260,Okorie,595,Germany,Male,32.0,69428.79,131081.66,2,Yes,8,Yes,0
1478,15716822,Moen,646,France,Male,30.0,12757.14,98014.74,1,Yes,5,Yes,0
1479,15583748,McGuigan,592,Spain,Male,38.0,180426.2,0.0,2,No,8,No,0
1480,15605968,Fancher,574,France,Male,26.0,43093.67,97460.1,1,Yes,8,Yes,0
1481,15790683,Matthews,850,France,Male,36.0,68594.0,104077.19,2,Yes,1,Yes,0
1482,15607713,Kaeppel,850,Spain,Female,29.0,197996.65,0.0,2,Yes,1,Yes,0
1483,15700212,Shih,475,France,Female,46.0,122953.0,0.0,2,No,10,No,1
1484,15626710,Yudina,642,France,Female,39.0,76821.24,0.0,1,Yes,4,Yes,0
1485,15716491,Akabueze,710,Spain,Female,51.0,141400.51,93656.95,1,Yes,4,Yes,1
1486,15625824,Kornilova,596,Spain,Male,30.0,41921.75,121345.88,4,No,6,No,1
1487,15617705,Ozioma,609,France,Female,39.0,175664.25,141675.23,1,Yes,8,Yes,0
1488,15761976,Su,797,Spain,Female,31.0,117916.63,0.0,2,No,8,No,0
1489,15634891,Jamison,504,Germany,Female,43.0,194690.77,102365.49,1,No,7,No,1
1490,15744517,Esposito,735,Spain,Male,50.0,166677.35,0.0,1,No,9,No,1
1491,15686963,Hardiman,680,Spain,Female,30.0,160131.58,0.0,1,No,3,No,0
1492,15808189,Woodard,449,France,Male,52.0,123622.0,0.0,2,Yes,6,Yes,0
1493,15580845,Chienezie,685,Germany,Male,57.0,113483.96,101868.51,1,Yes,7,Yes,0
1494,15799156,Okwuadigbo,569,Spain,Male,38.0,79618.79,0.0,2,No,8,No,0
1495,15694296,Chineze,631,France,Male,35.0,24472.23,112392.45,2,No,9,No,0
1496,15677049,O'Brien,595,Germany,Female,25.0,177025.79,106570.34,2,Yes,7,Yes,0
1497,15583595,Tao,461,France,Female,28.0,103349.74,0.0,1,Yes,8,Yes,0
1498,15590146,Mao,630,France,Male,50.0,63606.22,81947.76,1,Yes,1,Yes,1
1499,15801548,Buckland,661,France,Female,31.0,14490.79,144162.3,2,Yes,7,Yes,0
1500,15660833,Flannery,796,Germany,Male,39.0,105080.53,86350.87,2,No,5,No,0
1501,15762277,Jamieson,710,France,Male,47.0,83499.89,158623.14,1,No,5,No,1
1502,15791302,Swift,741,France,Male,32.0,143598.7,0.0,2,No,8,No,0
1503,15798975,Doherty,606,Germany,Male,48.0,36091.91,132403.56,1,No,4,No,1
1504,15599956,Payne,747,France,Male,27.0,13007.89,0.0,2,No,10,No,0
1505,15577274,Genovese,549,Germany,Female,43.0,6101.41,134985.66,1,No,3,No,0
1506,15701200,Lucciano,576,France,Male,36.0,48314.0,0.0,2,Yes,6,Yes,0
1507,15638149,Rowley,528,France,Male,37.0,197111.99,103772.45,1,No,6,No,0
1508,15786199,Hsing,535,France,Male,33.0,110299.78,133040.32,1,Yes,2,Yes,0
1509,15701765,Vincent,575,Spain,Female,37.0,30114.32,0.0,2,No,0,No,0
1510,15586974,Pearce,656,France,Male,39.0,98894.64,0.0,2,Yes,10,Yes,0
1511,15729040,Lamb,440,France,Male,42.0,49826.68,0.0,2,No,2,No,0
1512,15788676,Riley,539,Spain,Male,38.0,10074.05,71460.67,2,Yes,8,Yes,0
1513,15602497,Honore,850,Spain,Male,39.0,20769.88,133214.13,1,Yes,6,Yes,0
1514,15701333,Blackburn,646,France,Female,37.0,163427.18,96558.66,1,No,7,No,0
1515,15812071,Endrizzi,744,France,Male,54.0,140068.77,93806.31,2,Yes,6,Yes,0
1516,15634375,Duncan,710,Spain,Female,36.0,83206.19,0.0,2,No,8,No,0
1517,15738267,Macarthur,544,France,Female,64.0,111402.97,124043.8,1,Yes,3,Yes,1
1518,15786800,Gould,723,Germany,Male,52.0,92873.5,131694.97,1,Yes,5,Yes,1
1519,15591130,Medvedev,507,Spain,Female,29.0,94780.9,0.0,2,Yes,6,Yes,0
1520,15720662,Sholes,787,France,Female,35.0,16607.15,106266.8,1,Yes,1,Yes,0
1521,15751531,Shaw,598,Spain,Male,41.0,161954.43,0.0,2,Yes,8,Yes,0
1522,15653595,Ts'ai,796,France,Male,51.0,194733.28,0.0,2,Yes,6,Yes,0
1523,15568360,Rolon,569,Spain,Female,41.0,163524.7,139840.36,1,Yes,4,Yes,0
1524,15781210,Reid,711,France,Male,34.0,48260.19,0.0,2,No,8,No,0
1525,15668058,Chinwendu,661,Germany,Male,35.0,86678.48,124098.54,1,No,8,No,0
1526,15597131,Fu,415,France,Male,32.0,3064.65,145807.59,1,Yes,5,Yes,0
1527,15697283,Mackenzie,578,Spain,Male,23.0,112124.98,0.0,2,No,8,No,0
1528,15640953,Bligh,611,France,Female,26.0,120801.65,107508.93,2,Yes,2,Yes,0
1529,15715031,Davidson,600,France,Female,28.0,52193.23,0.0,2,Yes,6,Yes,0
1530,15589660,Lamble,661,Germany,Female,32.0,56636.28,145980.23,1,Yes,1,Yes,0
1531,15769818,Moore,850,France,Female,37.0,69372.88,212778.2,1,Yes,3,Yes,0
1532,15782736,Jose,573,Germany,Female,47.0,164038.07,152522.47,1,Yes,4,Yes,1
1533,15614818,Trevisani,764,Spain,Female,33.0,118982.51,168964.77,1,Yes,9,Yes,0
1534,15794014,Schofield,838,France,Female,34.0,27472.07,0.0,2,No,8,No,0
1535,15732448,Stewart,821,France,Female,28.0,36754.13,0.0,1,Yes,8,Yes,0
1536,15723411,Jamieson,607,Spain,Female,36.0,46416.36,98266.3,1,Yes,4,Yes,0
1537,15797686,Howard,558,France,Male,38.0,152872.39,113000.92,1,Yes,8,Yes,0
1538,15605950,Onwuamaeze,530,Germany,Male,23.0,165227.23,137060.88,2,Yes,1,Yes,0
1539,15812497,D'Albertis,654,Germany,Male,37.0,75927.35,112146.12,1,No,5,No,0
1540,15690678,Brooks,530,France,Female,33.0,172930.28,129307.32,1,Yes,4,Yes,0
1541,15747677,Gordon,656,Spain,Male,69.0,36108.5,163975.09,1,Yes,6,Yes,0
1542,15618926,Nwachukwu,520,Spain,Male,43.0,36202.74,0.0,2,Yes,7,Yes,0
1543,15673908,Chinweike,602,Germany,Female,42.0,131886.46,158414.85,1,Yes,6,Yes,0
1544,15727944,Simpkinson,701,Germany,Female,48.0,133992.36,92072.68,1,Yes,1,Yes,0
1545,15807294,Walker,653,Spain,Female,30.0,96658.26,88243.29,2,Yes,2,Yes,0
1546,15618581,Diribe,668,Spain,Male,25.0,135112.09,0.0,2,Yes,8,Yes,0
1547,15584364,Trentini,652,France,Male,48.0,163944.18,59486.31,1,No,4,No,1
1548,15599552,Conway,639,Spain,Female,54.0,53843.71,0.0,2,Yes,2,Yes,0
1549,15749177,Maslow,730,Spain,Female,52.0,122398.84,0.0,2,Yes,7,Yes,0
1550,15718779,Clark,780,France,Male,34.0,64804.04,0.0,1,Yes,1,Yes,0
1551,15568106,L,592,France,Female,38.0,19370.73,119278.01,2,Yes,8,Yes,0
1552,15779481,Swadling,628,France,Male,34.0,126192.54,158741.43,2,Yes,4,Yes,0
1553,15709994,Gallo,658,France,Female,40.0,135459.02,140596.95,1,Yes,7,Yes,1
1554,15772777,Onyemachukwu,850,Spain,Female,29.0,94815.04,0.0,2,Yes,10,Yes,0
1555,15706815,Samoylova,515,Germany,Male,37.0,188366.04,90432.92,1,Yes,2,Yes,1
1556,15618018,Dickson,571,France,Female,35.0,178512.52,104783.81,2,Yes,1,Yes,0
1557,15671032,He,760,Germany,Male,42.0,97906.38,77992.97,2,Yes,0,Yes,0
1558,15634281,P'an,720,Germany,Female,43.0,72861.94,110822.9,1,No,10,No,0
1559,15766374,Leak,632,Germany,Male,42.0,195978.86,119624.6,2,Yes,4,Yes,0
1560,15600991,Artemieva,694,Germany,Male,31.0,19448.93,109052.59,2,Yes,6,Yes,1
1561,15777576,Frost,559,Spain,Female,40.0,32635.54,139129.44,1,Yes,5,Yes,0
1562,15742613,Warner,773,Germany,Female,42.0,171733.22,152324.66,2,No,8,No,0
1563,15649523,Kennedy,581,France,Male,38.0,46176.22,0.0,2,No,1,No,0
1564,15651063,Ifeatu,524,Germany,Female,37.0,179634.69,127480.58,2,No,9,No,0
1565,15683124,Evans,713,France,Male,53.0,191521.32,115029.4,1,No,6,No,1
1566,15618314,Chu,676,France,Male,40.0,67998.45,114005.78,1,Yes,8,Yes,0
1567,15670823,Hsueh,651,Germany,Female,42.0,44731.8,116646.76,1,No,1,No,1
1568,15607133,Shih,717,Spain,Female,49.0,124532.9,110864.38,2,Yes,1,Yes,1
1569,15615012,Fan,594,France,Male,23.0,160968.44,156267.59,1,No,5,No,0
1570,15725141,Whiddon,716,France,Female,44.0,27341.63,109528.28,1,No,3,No,1
1571,15623560,Onyekachukwu,668,France,Female,35.0,53994.64,102482.76,1,Yes,6,Yes,0
1572,15693018,Ermakova,678,Germany,Male,23.0,91633.53,115563.71,1,Yes,10,Yes,0
1573,15636756,Marino,545,France,Male,23.0,189613.12,0.0,2,No,2,No,0
1574,15647474,Niu,613,France,Female,40.0,60706.33,95624.36,2,Yes,9,Yes,0
1575,15576714,Manna,687,Spain,Female,21.0,154767.34,0.0,2,Yes,8,Yes,0
1576,15585047,Onyemere,715,France,Male,28.0,196853.11,160376.61,1,No,7,No,0
1577,15743976,Archer,618,Germany,Male,41.0,195775.48,37702.79,1,Yes,8,Yes,0
1578,15793881,Mitchell,721,France,Female,35.0,3086.89,118273.83,1,Yes,6,Yes,0
1579,15576517,Everingham,445,Germany,Female,34.0,70618.0,131082.17,2,Yes,7,Yes,0
1580,15631072,Huie,690,France,Male,38.0,55034.02,94456.0,2,Yes,1,Yes,0
1581,15730394,Crowther,709,France,Female,43.0,168035.62,0.0,2,No,8,No,1
1582,15631460,Swift,671,Spain,Female,42.0,128449.33,0.0,2,Yes,3,Yes,0
1583,15692002,Skelton,538,France,Male,33.0,199249.29,93791.38,1,Yes,6,Yes,0
1584,15595282,White,735,France,Female,33.0,149474.69,0.0,2,No,4,No,0
1585,15789548,Giordano,592,France,Female,37.0,126726.33,0.0,2,Yes,7,Yes,0
1586,15758035,Bateson,747,France,Male,61.0,147554.26,155973.13,1,Yes,7,Yes,0
1587,15617518,Hu,675,Germany,Male,36.0,149399.7,89409.95,1,Yes,7,Yes,0
1588,15651802,Day,632,Spain,Female,39.0,93536.38,97854.37,2,No,5,No,0
1589,15631813,Beneventi,621,France,Male,39.0,58883.91,0.0,2,Yes,6,Yes,0
1590,15729668,Elizabeth,521,Spain,Male,29.0,154271.41,60280.62,1,No,3,No,0
1591,15741728,Atkins,591,Spain,Male,36.0,122022.89,135216.8,1,Yes,7,Yes,0
1592,15576676,Serrano,706,Germany,Female,28.0,50299.14,124923.35,2,Yes,6,Yes,0
1593,15711378,Willis,677,France,Male,38.0,187800.63,0.0,2,No,4,No,0
1594,15765520,Stevenson,769,Germany,Male,27.0,171344.09,188614.07,1,No,7,No,0
1595,15656726,Ch'ien,771,France,Male,32.0,40920.59,62321.62,1,Yes,5,Yes,0
1596,15647842,Cunningham,601,Germany,Female,48.0,63940.68,120782.7,1,No,8,No,1
1597,15719309,Stephens,670,France,Female,42.0,29483.87,115961.58,2,Yes,1,Yes,0
1598,15748718,Gordon,517,France,Male,28.0,179056.23,115062.61,1,No,2,No,0
1599,15594404,Bevan,834,France,Female,49.0,129273.94,160602.25,2,No,8,No,0
1600,15751158,Mashman,571,France,Female,42.0,55558.51,108825.34,3,No,4,No,1
1601,15593470,Tu,576,Germany,Female,36.0,23305.85,166287.85,1,Yes,8,Yes,0
1602,15695129,Milanesi,718,France,Female,31.0,17128.64,152663.77,1,Yes,1,Yes,0
1603,15640865,Romano,636,Germany,Female,31.0,74641.9,80844.69,2,Yes,9,Yes,0
1604,15714080,Goliwe,566,Germany,Female,40.0,154486.01,97001.36,2,No,2,No,0
1605,15648721,Hsueh,711,France,Male,64.0,3185.67,0.0,2,Yes,4,Yes,0
1606,15801466,Gray,574,France,Female,39.0,88463.63,122524.61,2,No,2,No,0
1607,15750248,Wright,619,France,Female,35.0,65682.93,132292.63,1,No,8,No,0
1608,15758726,Chiemeka,588,France,Female,24.0,140586.08,0.0,2,Yes,0,Yes,0
1609,15781553,Chung,760,Germany,Female,49.0,117232.9,91502.99,1,No,9,No,1
1610,15649121,Pinto,665,France,Male,52.0,116137.01,0.0,1,No,3,No,1
1611,15674811,Kellway,739,Germany,Male,29.0,105533.96,59385.98,2,Yes,3,Yes,0
1612,15646037,Sopuluchi,641,France,Male,77.0,81514.06,0.0,3,Yes,9,Yes,0
1613,15722578,Spitzer,685,Germany,Female,21.0,164966.27,97956.5,1,Yes,6,Yes,0
1614,15665695,Potter,594,France,Female,49.0,23631.55,0.0,2,Yes,4,Yes,0
1615,15801062,Matthews,557,Spain,Female,40.0,105433.53,0.0,2,Yes,4,Yes,0
1616,15662955,Nicholls,697,France,Male,27.0,90591.15,141223.68,2,No,8,No,0
1617,15770309,McDonald,656,France,Male,18.0,127014.32,151762.74,1,Yes,10,Yes,0
1618,15657386,Fiorentini,712,Germany,Male,43.0,90905.26,141749.74,2,Yes,1,Yes,0
1619,15777797,Kovalyova,689,Spain,Male,38.0,8651.92,75075.14,1,Yes,5,Yes,1
1620,15783955,Miah,697,France,Female,25.0,15467.98,165686.11,2,No,4,No,0
1621,15804516,Builder,589,France,Male,38.0,79915.28,0.0,1,No,2,No,0
1622,15681758,Baddeley,525,Spain,Female,25.0,69361.95,0.0,2,No,10,No,0
1623,15630321,Hu,680,France,Male,44.0,86935.08,0.0,2,No,3,No,0
1624,15588248,Hs,617,France,Female,28.0,7597.83,0.0,2,Yes,0,Yes,1
1625,15591932,Ford,680,France,Male,32.0,116957.6,92961.61,1,No,5,No,0
1626,15810347,Todd,662,Spain,Female,30.0,157884.83,0.0,2,Yes,9,Yes,0
1627,15595303,Johnston,736,Germany,Male,46.0,77981.54,130812.91,1,Yes,5,Yes,1
1628,15634950,Obiajulu,657,Germany,Male,57.0,126369.55,107174.58,1,Yes,8,Yes,1
1629,15685372,Azubuike,350,Spain,Male,54.0,191973.49,152677.48,1,Yes,1,Yes,1
1630,15745827,Padovesi,617,France,Male,30.0,142940.39,132005.77,1,No,3,No,0
1631,15755868,Farmer,562,France,Male,35.0,48869.67,0.0,1,No,7,No,0
1632,15735222,Ignatieff,705,Spain,Female,23.0,73131.73,0.0,2,Yes,5,Yes,0
1633,15604804,Lu,516,France,Female,33.0,120037.36,127305.5,1,Yes,7,Yes,0
1634,15718944,Artemiev,573,France,Female,37.0,193995.37,0.0,2,No,6,No,0
1635,15678626,Okonkwo,538,Spain,Female,31.0,179453.66,0.0,2,No,0,No,0
1636,15571550,Dore,699,France,Male,39.0,80963.92,0.0,1,No,9,No,0
1637,15723053,T'ang,504,Germany,Male,32.0,15658.99,170291.22,2,Yes,8,Yes,0
1638,15661528,Ashbolt,583,Spain,Male,47.0,92708.1,102562.23,1,No,5,No,0
1639,15754177,Bazarova,712,Spain,Male,53.0,26542.17,111061.01,2,No,2,No,0
1640,15683544,Buccho,626,Spain,Male,62.0,65010.74,0.0,1,Yes,3,Yes,0
1641,15708048,Burn,631,France,Female,34.0,106892.91,124379.14,1,No,4,No,0
1642,15701109,Andreyev,663,France,Female,37.0,185210.63,0.0,1,Yes,7,Yes,0
1643,15600110,Endrizzi,506,Germany,Female,41.0,4035.46,57745.76,1,No,3,No,0
1644,15651533,Brown,570,Germany,Female,50.0,177805.44,129293.74,1,No,5,No,1
1645,15777904,Nock,703,France,Female,45.0,68831.72,0.0,2,Yes,7,Yes,0
1646,15655574,Okeke,698,Germany,Female,40.0,114732.62,150777.1,1,No,8,No,0
1647,15569423,Cunningham,731,Spain,Male,41.0,22299.27,0.0,2,No,4,No,0
1648,15718106,Kelley,625,France,Male,34.0,197283.2,0.0,2,No,6,No,0
1649,15585067,Wilson,634,Spain,Male,31.0,179485.96,108632.48,1,Yes,9,Yes,1
1650,15675501,Woods,616,France,Male,59.0,17699.48,153861.1,1,Yes,5,Yes,0
1651,15633233,McFarland,500,France,Male,56.0,118490.8,100374.58,1,No,1,No,1
1652,15667134,Cisneros,446,France,Male,32.0,133292.94,0.0,2,No,8,No,0
1653,15659105,Borchgrevink,669,France,Female,47.0,58170.24,61196.54,1,No,9,No,0
1654,15575409,Rozhkova,581,Germany,Male,31.0,107137.3,116891.72,1,No,6,No,0
1655,15752342,Bradley,704,Germany,Female,54.0,145071.33,133656.91,3,No,6,No,1
1656,15654851,Obialo,748,France,Male,44.0,85495.24,92911.52,1,Yes,2,Yes,0
1657,15741429,Hudson,680,Spain,Female,31.0,101139.3,119825.75,2,Yes,9,Yes,0
